Station_id,timestamp,Exact_AQI,category_name,Range,Health_advisory
ST-AR-015,2026-02-05 04:00:00,61,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-05 05:00:00,62,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-05 06:00:00,63,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-05 07:00:00,65,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-05 08:00:00,66,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-05 09:00:00,67,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-05 10:00:00,67,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-05 11:00:00,68,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-05 12:00:00,69,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-05 13:00:00,70,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-05 14:00:00,72,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-05 15:00:00,73,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-05 16:00:00,74,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-05 17:00:00,75,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-05 18:00:00,79,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-05 19:00:00,82,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-05 20:00:00,85,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-05 21:00:00,88,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-05 22:00:00,90,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-05 23:00:00,92,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 00:00:00,94,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 01:00:00,94,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 02:00:00,95,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 03:00:00,95,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 04:00:00,94,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 05:00:00,94,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 06:00:00,93,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 07:00:00,93,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 08:00:00,93,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 09:00:00,93,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 10:00:00,93,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 11:00:00,93,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 12:00:00,93,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 13:00:00,93,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 14:00:00,93,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 15:00:00,93,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 16:00:00,94,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 17:00:00,94,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 18:00:00,92,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 19:00:00,90,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 20:00:00,89,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 21:00:00,87,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 22:00:00,86,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-06 23:00:00,85,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 00:00:00,84,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 01:00:00,83,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 02:00:00,83,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 03:00:00,83,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 04:00:00,82,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 05:00:00,82,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 06:00:00,82,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 07:00:00,82,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 08:00:00,82,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 09:00:00,82,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 10:00:00,83,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 11:00:00,83,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 12:00:00,84,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 13:00:00,84,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 14:00:00,85,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 15:00:00,86,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 16:00:00,86,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 17:00:00,87,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 18:00:00,88,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 19:00:00,90,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 20:00:00,91,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 21:00:00,93,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 22:00:00,94,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-07 23:00:00,96,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-08 00:00:00,97,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-08 01:00:00,99,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-08 02:00:00,102,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 03:00:00,104,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 04:00:00,107,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 05:00:00,109,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 06:00:00,110,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 07:00:00,111,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 08:00:00,113,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 09:00:00,114,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 10:00:00,115,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 11:00:00,116,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 12:00:00,117,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 13:00:00,118,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 14:00:00,119,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 15:00:00,118,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 16:00:00,118,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 17:00:00,117,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 18:00:00,116,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 19:00:00,114,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 20:00:00,113,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 21:00:00,112,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 22:00:00,110,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-08 23:00:00,108,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-09 00:00:00,107,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-09 01:00:00,105,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-09 02:00:00,102,Moderate,101-200,"Breathing discomfort to people with lung, asthma and heart diseases"
ST-AR-015,2026-02-09 03:00:00,99,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-09 04:00:00,97,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-09 05:00:00,95,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-09 06:00:00,94,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-09 07:00:00,93,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-09 08:00:00,91,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-09 09:00:00,89,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-09 10:00:00,87,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-09 11:00:00,84,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-09 12:00:00,82,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-09 13:00:00,80,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-09 14:00:00,78,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-09 15:00:00,76,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-09 16:00:00,74,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-09 17:00:00,72,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-09 18:00:00,71,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-09 19:00:00,70,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-09 20:00:00,70,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-09 21:00:00,69,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-09 22:00:00,68,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-09 23:00:00,67,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 00:00:00,66,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 01:00:00,66,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 02:00:00,66,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 03:00:00,65,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 04:00:00,65,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 05:00:00,65,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 06:00:00,65,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 07:00:00,66,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 08:00:00,66,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 09:00:00,67,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 10:00:00,68,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 11:00:00,69,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 12:00:00,70,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 13:00:00,70,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 14:00:00,70,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 15:00:00,70,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 16:00:00,70,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 17:00:00,71,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 18:00:00,70,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 19:00:00,69,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 20:00:00,68,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 21:00:00,67,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 22:00:00,66,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-10 23:00:00,66,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 00:00:00,65,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 01:00:00,64,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 02:00:00,63,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 03:00:00,62,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 04:00:00,61,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 05:00:00,60,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 06:00:00,59,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 07:00:00,57,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 08:00:00,56,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 09:00:00,55,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 10:00:00,53,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 11:00:00,53,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 12:00:00,52,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 13:00:00,52,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 14:00:00,51,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 15:00:00,51,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 16:00:00,51,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 17:00:00,50,Good,0-50,Minimal impact
ST-AR-015,2026-02-11 18:00:00,51,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 19:00:00,52,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 20:00:00,53,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 21:00:00,54,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 22:00:00,55,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-11 23:00:00,55,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 00:00:00,56,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 01:00:00,57,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 02:00:00,57,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 03:00:00,58,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 04:00:00,59,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 05:00:00,60,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 06:00:00,61,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 07:00:00,62,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 08:00:00,62,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 09:00:00,63,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 10:00:00,64,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 11:00:00,65,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 12:00:00,67,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 13:00:00,68,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 14:00:00,69,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 15:00:00,70,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 16:00:00,71,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 17:00:00,72,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 18:00:00,73,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 19:00:00,74,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 20:00:00,74,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 21:00:00,75,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 22:00:00,76,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-12 23:00:00,77,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 00:00:00,77,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 01:00:00,78,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 02:00:00,79,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 03:00:00,79,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 04:00:00,79,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 05:00:00,80,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 06:00:00,80,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 07:00:00,80,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 08:00:00,80,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 09:00:00,79,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 10:00:00,78,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 11:00:00,78,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 12:00:00,77,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 13:00:00,77,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 14:00:00,77,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 15:00:00,76,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 16:00:00,76,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 17:00:00,76,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 18:00:00,75,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 19:00:00,74,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 20:00:00,73,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 21:00:00,72,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 22:00:00,71,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-13 23:00:00,70,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 00:00:00,69,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 01:00:00,68,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 02:00:00,68,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 03:00:00,67,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 04:00:00,67,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 05:00:00,66,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 06:00:00,66,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 07:00:00,65,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 08:00:00,65,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 09:00:00,65,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 10:00:00,65,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 11:00:00,65,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 12:00:00,65,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 13:00:00,64,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 14:00:00,64,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 15:00:00,64,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 16:00:00,64,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 17:00:00,64,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 18:00:00,64,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 19:00:00,65,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 20:00:00,65,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 21:00:00,66,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 22:00:00,67,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-14 23:00:00,67,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 00:00:00,68,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 01:00:00,68,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 02:00:00,69,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 03:00:00,70,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 04:00:00,70,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 05:00:00,71,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 06:00:00,72,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 07:00:00,73,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 08:00:00,75,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 09:00:00,77,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 10:00:00,79,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 11:00:00,80,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 12:00:00,81,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 13:00:00,83,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 14:00:00,85,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 15:00:00,86,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 16:00:00,88,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 17:00:00,90,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 18:00:00,91,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 19:00:00,92,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 20:00:00,93,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 21:00:00,94,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 22:00:00,95,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-15 23:00:00,96,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-16 00:00:00,97,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-16 01:00:00,97,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-16 02:00:00,98,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-16 03:00:00,98,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-16 04:00:00,99,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-16 05:00:00,99,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-16 06:00:00,99,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-16 07:00:00,100,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-16 08:00:00,100,Satisfactory,51-100,Minor breathing discomfort to sensitive people
ST-AR-015,2026-02-16 09:00:00,99,Satisfactory,51-100,Minor breathing discomfort to sensitive people
